2023-02-13 20:39:44,889 INFO    StreamThr :20230 [internal.py:wandb_internal():87] W&B internal server running at pid: 20230, started at: 2023-02-13 20:39:44.889497
2023-02-13 20:39:44,890 DEBUG   HandlerThread:20230 [handler.py:handle_request():144] handle_request: status
2023-02-13 20:39:44,892 INFO    WriterThread:20230 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/run-kbeeap24.wandb
2023-02-13 20:39:44,892 DEBUG   SenderThread:20230 [sender.py:send():336] send: header
2023-02-13 20:39:44,893 DEBUG   SenderThread:20230 [sender.py:send():336] send: run
2023-02-13 20:39:45,407 INFO    SenderThread:20230 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/files
2023-02-13 20:39:45,407 INFO    SenderThread:20230 [sender.py:_start_run_threads():1067] run started: kbeeap24 with start time 1676331584.888681
2023-02-13 20:39:45,407 DEBUG   SenderThread:20230 [sender.py:send_request():363] send_request: summary_record
2023-02-13 20:39:45,407 INFO    SenderThread:20230 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-13 20:39:45,408 DEBUG   HandlerThread:20230 [handler.py:handle_request():144] handle_request: check_version
2023-02-13 20:39:45,408 DEBUG   SenderThread:20230 [sender.py:send_request():363] send_request: check_version
2023-02-13 20:39:45,521 DEBUG   HandlerThread:20230 [handler.py:handle_request():144] handle_request: run_start
2023-02-13 20:39:45,530 ERROR   HandlerThread:20230 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-13 20:39:45,531 DEBUG   HandlerThread:20230 [system_info.py:__init__():31] System info init
2023-02-13 20:39:45,531 DEBUG   HandlerThread:20230 [system_info.py:__init__():46] System info init done
2023-02-13 20:39:45,531 INFO    HandlerThread:20230 [system_monitor.py:start():151] Starting system monitor
2023-02-13 20:39:45,531 INFO    SystemMonitor:20230 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-13 20:39:45,531 INFO    HandlerThread:20230 [system_monitor.py:probe():172] Collecting system info
2023-02-13 20:39:45,532 INFO    SystemMonitor:20230 [interfaces.py:start():168] Started cpu
2023-02-13 20:39:45,532 INFO    SystemMonitor:20230 [interfaces.py:start():168] Started disk
2023-02-13 20:39:45,532 INFO    SystemMonitor:20230 [interfaces.py:start():168] Started memory
2023-02-13 20:39:45,532 INFO    SystemMonitor:20230 [interfaces.py:start():168] Started network
2023-02-13 20:39:45,577 DEBUG   HandlerThread:20230 [system_info.py:probe():195] Probing system
2023-02-13 20:39:45,578 DEBUG   HandlerThread:20230 [system_info.py:_probe_git():180] Probing git
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_info.py:_probe_git():188] Probing git done
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_info.py:probe():241] Probing system done
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.31', 'python': '3.11.0', 'heartbeatAt': '2023-02-13T23:39:45.577464', 'startedAt': '2023-02-13T23:39:44.883804', 'docker': None, 'cuda': None, 'args': ('--file_url', 'https://github.com/udacity/nd0821-c2-build-model-workflow-exercises/blob/master/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/genres_mod.parquet?raw=true', '--artifact_name', 'raw_data.parquet', '--artifact_type', 'raw_data', '--artifact_description', 'Data as downloaded'), 'state': 'running', 'program': '/home/daniel/PycharmProjects/genre_classification/download/download_data.py', 'codePath': 'download/download_data.py', 'git': {'remote': 'https://github.com/dangstan/genre_classification.git', 'commit': '4a2518d19eb9ecb90313aa20160a1d9ebb25e59b'}, 'email': 'dangstan@github.com', 'root': '/home/daniel/PycharmProjects/genre_classification', 'host': 'dangstan', 'username': 'daniel', 'executable': '/home/daniel/miniconda3/envs/mlflow-a1d43872affffcfe32bc63f817b37a020f200f83/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2386.4285, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2015.014, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'total': 447.6293258666992, 'used': 181.81038284301758}, 'memory': {'total': 46.94042205810547}}
2023-02-13 20:39:45,583 INFO    HandlerThread:20230 [system_monitor.py:probe():182] Finished collecting system info
2023-02-13 20:39:45,583 INFO    HandlerThread:20230 [system_monitor.py:probe():185] Publishing system info
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-13 20:39:45,583 DEBUG   HandlerThread:20230 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-13 20:39:46,118 DEBUG   HandlerThread:20230 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-13 20:39:46,119 INFO    HandlerThread:20230 [system_monitor.py:probe():187] Finished publishing system info
2023-02-13 20:39:46,121 DEBUG   SenderThread:20230 [sender.py:send():336] send: files
2023-02-13 20:39:46,121 INFO    SenderThread:20230 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-13 20:39:46,126 DEBUG   SenderThread:20230 [sender.py:send():336] send: telemetry
2023-02-13 20:39:46,126 DEBUG   HandlerThread:20230 [handler.py:handle_request():144] handle_request: stop_status
2023-02-13 20:39:46,127 DEBUG   SenderThread:20230 [sender.py:send_request():363] send_request: stop_status
2023-02-13 20:39:46,408 INFO    Thread-13 :20230 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/files/conda-environment.yaml
2023-02-13 20:39:46,408 INFO    Thread-13 :20230 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/files/requirements.txt
2023-02-13 20:39:46,408 INFO    Thread-13 :20230 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/files/wandb-summary.json
2023-02-13 20:39:46,408 INFO    Thread-13 :20230 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230213_203944-kbeeap24/files/wandb-metadata.json
